id,display_name,center_id,center_name,region_id,employment_type,tenure_years,weekly_capacity,active_clients,utilization_rate,supervisor_eligible,training_completion_rate,primary_specialty
CNS-JNM-01319,상담사 JNM-03,CTR-JNM-007,곡성군 가족센터,JNM,위촉,5.7,3,6,88.9,False,88.4,부모-자녀 갈등
CNS-JNM-01320,상담사 JNM-04,CTR-JNM-007,곡성군 가족센터,JNM,위촉,3.3,3,8,84.9,False,85.3,이혼 전후
CNS-JNM-01321,상담사 JNM-05,CTR-JNM-007,곡성군 가족센터,JNM,위촉,6.0,3,11,66.9,False,82.7,부부갈등
CNS-JNM-01322,상담사 JNM-06,CTR-JNM-007,곡성군 가족센터,JNM,위촉,7.5,3,8,66.3,False,86.8,기타 가족관계
CNS-JNM-01323,상담사 JNM-07,CTR-JNM-007,곡성군 가족센터,JNM,위촉,4.3,3,3,64.4,False,99.8,개인 정서·위기
CNS-JNM-01324,상담사 JNM-01,CTR-JNM-008,구례군 가족센터,JNM,상근,8.2,6,11,77.1,True,73.0,개인 정서·위기
CNS-JNM-01325,상담사 JNM-02,CTR-JNM-008,구례군 가족센터,JNM,상근,1.2,6,8,57.0,False,84.7,부모-자녀 갈등
CNS-JNM-01326,상담사 JNM-03,CTR-JNM-008,구례군 가족센터,JNM,위촉,3.8,3,6,60.4,False,92.5,이혼 전후
CNS-JNM-01327,상담사 JNM-04,CTR-JNM-008,구례군 가족센터,JNM,위촉,5.8,3,4,73.2,False,89.7,부부갈등
CNS-JNM-01328,상담사 JNM-05,CTR-JNM-008,구례군 가족센터,JNM,위촉,6.2,3,7,69.2,False,89.0,기타 가족관계
CNS-JNM-01329,상담사 JNM-06,CTR-JNM-008,구례군 가족센터,JNM,위촉,7.0,3,4,63.8,False,73.2,개인 정서·위기
CNS-JNM-01330,상담사 JNM-07,CTR-JNM-008,구례군 가족센터,JNM,위촉,3.3,3,4,65.6,False,88.2,부모-자녀 갈등
CNS-JNM-01331,상담사 JNM-01,CTR-JNM-009,고흥군 가족센터,JNM,상근,4.6,6,15,59.7,False,97.0,부모-자녀 갈등
CNS-JNM-01332,상담사 JNM-02,CTR-JNM-009,고흥군 가족센터,JNM,위촉,5.2,3,7,80.3,False,100,이혼 전후
CNS-JNM-01333,상담사 JNM-03,CTR-JNM-009,고흥군 가족센터,JNM,위촉,5.5,3,3,77.2,False,83.9,부부갈등
CNS-JNM-01334,상담사 JNM-04,CTR-JNM-009,고흥군 가족센터,JNM,위촉,4.3,3,5,63.9,False,88.7,기타 가족관계
CNS-JNM-01335,상담사 JNM-05,CTR-JNM-009,고흥군 가족센터,JNM,위촉,6.7,3,3,66.7,False,92.4,개인 정서·위기
CNS-JNM-01336,상담사 JNM-01,CTR-JNM-010,보성군 가족센터,JNM,상근,8.0,6,10,59.6,True,86.4,부모-자녀 갈등
CNS-JNM-01337,상담사 JNM-02,CTR-JNM-010,보성군 가족센터,JNM,상근,2.9,6,9,79.5,False,79.3,이혼 전후
CNS-JNM-01338,상담사 JNM-03,CTR-JNM-010,보성군 가족센터,JNM,위촉,7.5,3,9,79.6,False,100,부부갈등
CNS-JNM-01339,상담사 JNM-04,CTR-JNM-010,보성군 가족센터,JNM,위촉,6.0,3,5,57.8,False,82.9,기타 가족관계
CNS-JNM-01340,상담사 JNM-05,CTR-JNM-010,보성군 가족센터,JNM,위촉,2.5,3,8,72.8,False,96.0,개인 정서·위기
CNS-JNM-01341,상담사 JNM-06,CTR-JNM-010,보성군 가족센터,JNM,위촉,7.0,3,5,62.6,False,88.5,부모-자녀 갈등
CNS-JNM-01342,상담사 JNM-07,CTR-JNM-010,보성군 가족센터,JNM,위촉,12.8,3,6,78.4,False,92.0,이혼 전후
CNS-JNM-01343,상담사 JNM-01,CTR-JNM-011,화순군 가족센터,JNM,상근,2.2,6,14,52.8,False,100,이혼 전후
CNS-JNM-01344,상담사 JNM-02,CTR-JNM-011,화순군 가족센터,JNM,상근,0.3,6,7,60.3,False,80.1,부부갈등
CNS-JNM-01345,상담사 JNM-03,CTR-JNM-011,화순군 가족센터,JNM,위촉,7.9,3,9,85.6,False,72.2,기타 가족관계
CNS-JNM-01346,상담사 JNM-04,CTR-JNM-011,화순군 가족센터,JNM,위촉,9.4,3,7,77.4,False,88.0,개인 정서·위기
CNS-JNM-01347,상담사 JNM-05,CTR-JNM-011,화순군 가족센터,JNM,위촉,10.4,3,9,79.0,False,81.0,부모-자녀 갈등
CNS-JNM-01348,상담사 JNM-06,CTR-JNM-011,화순군 가족센터,JNM,위촉,0.3,3,4,89.4,False,85.1,이혼 전후
CNS-JNM-01349,상담사 JNM-07,CTR-JNM-011,화순군 가족센터,JNM,위촉,8.1,3,7,83.4,True,73.5,부부갈등
CNS-JNM-01350,상담사 JNM-01,CTR-JNM-012,장흥군 가족센터,JNM,상근,2.7,6,15,51.6,False,98.0,부부갈등
CNS-JNM-01351,상담사 JNM-02,CTR-JNM-012,장흥군 가족센터,JNM,위촉,1.2,3,9,92.1,False,80.9,기타 가족관계
CNS-JNM-01352,상담사 JNM-03,CTR-JNM-012,장흥군 가족센터,JNM,위촉,7.4,3,8,83.2,False,87.9,개인 정서·위기
CNS-JNM-01353,상담사 JNM-04,CTR-JNM-012,장흥군 가족센터,JNM,위촉,3.3,3,4,85.4,False,87.4,부모-자녀 갈등
CNS-JNM-01354,상담사 JNM-05,CTR-JNM-012,장흥군 가족센터,JNM,위촉,4.7,3,9,74.7,False,100,이혼 전후
CNS-JNM-01355,상담사 JNM-01,CTR-JNM-013,강진군 가족센터,JNM,상근,4.0,6,10,71.2,False,87.2,부부갈등
CNS-JNM-01356,상담사 JNM-02,CTR-JNM-013,강진군 가족센터,JNM,위촉,9.2,3,10,76.8,True,91.4,기타 가족관계
CNS-JNM-01357,상담사 JNM-03,CTR-JNM-013,강진군 가족센터,JNM,위촉,4.3,3,5,80.8,False,84.1,개인 정서·위기
CNS-JNM-01358,상담사 JNM-04,CTR-JNM-013,강진군 가족센터,JNM,위촉,2.6,3,8,64.0,False,83.2,부모-자녀 갈등
CNS-JNM-01359,상담사 JNM-05,CTR-JNM-013,강진군 가족센터,JNM,위촉,7.0,3,9,80.7,False,93.0,이혼 전후
CNS-JNM-01360,상담사 JNM-01,CTR-JNM-014,해남군 가족센터,JNM,상근,2.2,6,16,69.1,False,96.3,부부갈등
CNS-JNM-01361,상담사 JNM-02,CTR-JNM-014,해남군 가족센터,JNM,상근,0.3,6,8,65.2,False,70.7,기타 가족관계
CNS-JNM-01362,상담사 JNM-03,CTR-JNM-014,해남군 가족센터,JNM,위촉,6.0,3,9,67.6,False,88.4,개인 정서·위기
CNS-JNM-01363,상담사 JNM-04,CTR-JNM-014,해남군 가족센터,JNM,위촉,6.9,3,10,75.6,False,92.8,부모-자녀 갈등
CNS-JNM-01364,상담사 JNM-05,CTR-JNM-014,해남군 가족센터,JNM,위촉,7.3,3,10,74.5,False,100,이혼 전후
CNS-JNM-01365,상담사 JNM-06,CTR-JNM-014,해남군 가족센터,JNM,위촉,5.0,3,5,87.7,False,88.6,부부갈등
CNS-JNM-01366,상담사 JNM-07,CTR-JNM-014,해남군 가족센터,JNM,위촉,4.6,3,5,68.2,False,89.0,기타 가족관계
CNS-JNM-01367,상담사 JNM-01,CTR-JNM-015,영암군 가족센터,JNM,상근,5.8,6,14,92.3,False,99.3,기타 가족관계
CNS-JNM-01368,상담사 JNM-02,CTR-JNM-015,영암군 가족센터,JNM,위촉,7.5,3,7,75.1,False,83.5,개인 정서·위기
CNS-JNM-01369,상담사 JNM-03,CTR-JNM-015,영암군 가족센터,JNM,위촉,3.4,3,9,83.5,False,84.5,부모-자녀 갈등
CNS-JNM-01370,상담사 JNM-04,CTR-JNM-015,영암군 가족센터,JNM,위촉,8.7,3,6,77.1,False,98.4,이혼 전후
CNS-JNM-01371,상담사 JNM-05,CTR-JNM-015,영암군 가족센터,JNM,위촉,0.7,3,7,77.1,False,97.3,부부갈등
CNS-JNM-01372,상담사 JNM-01,CTR-JNM-016,무안군 가족센터,JNM,상근,9.1,6,13,58.0,True,85.4,기타 가족관계
CNS-JNM-01373,상담사 JNM-02,CTR-JNM-016,무안군 가족센터,JNM,위촉,2.6,3,6,74.4,False,90.3,개인 정서·위기
CNS-JNM-01374,상담사 JNM-03,CTR-JNM-016,무안군 가족센터,JNM,위촉,3.5,3,7,68.8,False,86.3,부모-자녀 갈등
CNS-JNM-01375,상담사 JNM-04,CTR-JNM-016,무안군 가족센터,JNM,위촉,4.8,3,5,75.6,False,82.2,이혼 전후
CNS-JNM-01376,상담사 JNM-05,CTR-JNM-016,무안군 가족센터,JNM,위촉,5.0,3,4,69.1,False,94.1,부부갈등
CNS-JNM-01377,상담사 JNM-01,CTR-JNM-017,함평군 가족센터,JNM,상근,9.5,6,11,72.9,True,92.5,기타 가족관계
CNS-JNM-01378,상담사 JNM-02,CTR-JNM-017,함평군 가족센터,JNM,위촉,7.3,3,5,66.9,False,77.1,개인 정서·위기
CNS-JNM-01379,상담사 JNM-03,CTR-JNM-017,함평군 가족센터,JNM,위촉,5.0,3,12,65.1,False,90.4,부모-자녀 갈등
CNS-JNM-01380,상담사 JNM-04,CTR-JNM-017,함평군 가족센터,JNM,위촉,9.0,3,8,72.7,True,86.9,이혼 전후
CNS-JNM-01381,상담사 JNM-05,CTR-JNM-017,함평군 가족센터,JNM,위촉,2.0,3,9,76.8,False,84.4,부부갈등
CNS-JNM-01382,상담사 JNM-01,CTR-JNM-018,영광군 가족센터,JNM,상근,0.3,6,11,82.6,False,91.2,기타 가족관계
CNS-JNM-01383,상담사 JNM-02,CTR-JNM-018,영광군 가족센터,JNM,위촉,3.4,3,5,67.8,False,82.8,개인 정서·위기
CNS-JNM-01384,상담사 JNM-03,CTR-JNM-018,영광군 가족센터,JNM,위촉,12.1,3,4,68.0,True,90.1,부모-자녀 갈등
CNS-JNM-01385,상담사 JNM-04,CTR-JNM-018,영광군 가족센터,JNM,위촉,8.6,3,8,89.8,True,85.4,이혼 전후
CNS-JNM-01386,상담사 JNM-05,CTR-JNM-018,영광군 가족센터,JNM,위촉,6.3,3,8,66.3,False,89.5,부부갈등
CNS-JNM-01387,상담사 JNM-01,CTR-JNM-019,장성군 가족센터,JNM,상근,5.4,6,9,70.6,False,85.6,기타 가족관계
CNS-JNM-01388,상담사 JNM-02,CTR-JNM-019,장성군 가족센터,JNM,위촉,0.8,3,8,81.2,False,84.5,개인 정서·위기
CNS-JNM-01389,상담사 JNM-03,CTR-JNM-019,장성군 가족센터,JNM,위촉,10.5,3,4,75.1,False,100,부모-자녀 갈등
CNS-JNM-01390,상담사 JNM-04,CTR-JNM-019,장성군 가족센터,JNM,위촉,6.3,3,12,80.4,False,89.6,이혼 전후
CNS-JNM-01391,상담사 JNM-05,CTR-JNM-019,장성군 가족센터,JNM,위촉,7.8,3,6,58.3,False,86.4,부부갈등
CNS-JNM-01392,상담사 JNM-01,CTR-JNM-020,완도군 가족센터,JNM,상근,2.8,6,15,85.7,False,80.3,기타 가족관계
CNS-JNM-01393,상담사 JNM-02,CTR-JNM-020,완도군 가족센터,JNM,상근,7.5,6,16,55.8,False,87.9,개인 정서·위기
CNS-JNM-01394,상담사 JNM-03,CTR-JNM-020,완도군 가족센터,JNM,위촉,7.1,3,10,71.7,False,94.8,부모-자녀 갈등
CNS-JNM-01395,상담사 JNM-04,CTR-JNM-020,완도군 가족센터,JNM,위촉,5.2,3,7,77.1,False,96.8,이혼 전후
CNS-JNM-01396,상담사 JNM-05,CTR-JNM-020,완도군 가족센터,JNM,위촉,1.8,3,8,79.8,False,89.2,부부갈등
CNS-JNM-01397,상담사 JNM-06,CTR-JNM-020,완도군 가족센터,JNM,위촉,6.9,3,10,85.4,False,97.9,기타 가족관계
CNS-JNM-01398,상담사 JNM-07,CTR-JNM-020,완도군 가족센터,JNM,위촉,0.3,3,9,74.3,False,86.5,개인 정서·위기
CNS-JNM-01399,상담사 JNM-08,CTR-JNM-020,완도군 가족센터,JNM,위촉,2.7,3,3,65.7,False,86.8,부모-자녀 갈등
CNS-JNM-01400,상담사 JNM-01,CTR-JNM-021,진도군 가족센터,JNM,상근,3.3,6,10,66.2,False,90.4,부부갈등
CNS-JNM-01401,상담사 JNM-02,CTR-JNM-021,진도군 가족센터,JNM,상근,8.0,6,12,75.8,True,88.6,기타 가족관계
CNS-JNM-01402,상담사 JNM-03,CTR-JNM-021,진도군 가족센터,JNM,위촉,9.0,3,7,73.7,True,88.0,개인 정서·위기
CNS-JNM-01403,상담사 JNM-04,CTR-JNM-021,진도군 가족센터,JNM,위촉,2.6,3,4,71.3,False,75.4,부모-자녀 갈등
CNS-JNM-01404,상담사 JNM-05,CTR-JNM-021,진도군 가족센터,JNM,위촉,10.1,3,7,78.6,False,80.4,이혼 전후
CNS-JNM-01405,상담사 JNM-06,CTR-JNM-021,진도군 가족센터,JNM,위촉,4.4,3,5,73.3,False,89.6,부부갈등
CNS-JNM-01406,상담사 JNM-07,CTR-JNM-021,진도군 가족센터,JNM,위촉,9.7,3,8,83.4,False,89.6,기타 가족관계
CNS-JNM-01407,상담사 JNM-01,CTR-JNM-022,신안군 가족센터,JNM,상근,4.9,6,13,74.8,False,75.4,기타 가족관계
CNS-JNM-01408,상담사 JNM-02,CTR-JNM-022,신안군 가족센터,JNM,위촉,7.4,3,5,64.7,False,90.1,개인 정서·위기
CNS-JNM-01409,상담사 JNM-03,CTR-JNM-022,신안군 가족센터,JNM,위촉,6.3,3,7,58.3,False,92.4,부모-자녀 갈등
CNS-JNM-01410,상담사 JNM-04,CTR-JNM-022,신안군 가족센터,JNM,위촉,3.3,3,9,88.5,False,96.1,이혼 전후
CNS-JNM-01411,상담사 JNM-05,CTR-JNM-022,신안군 가족센터,JNM,위촉,8.7,3,7,65.3,False,82.6,부부갈등
CNS-JNM-01412,상담사 JNM-01,CTR-JNM-023,전남 다문화가족지원센터 1,JNM,상근,10.4,6,14,59.7,False,82.2,기타 가족관계
CNS-JNM-01413,상담사 JNM-02,CTR-JNM-023,전남 다문화가족지원센터 1,JNM,위촉,9.3,3,5,57.8,False,94.7,개인 정서·위기
CNS-JNM-01414,상담사 JNM-03,CTR-JNM-023,전남 다문화가족지원센터 1,JNM,위촉,2.1,3,7,58.4,False,94.1,부모-자녀 갈등
CNS-JNM-01415,상담사 JNM-04,CTR-JNM-023,전남 다문화가족지원센터 1,JNM,위촉,2.2,3,13,68.2,False,88.1,이혼 전후
CNS-JNM-01416,상담사 JNM-05,CTR-JNM-023,전남 다문화가족지원센터 1,JNM,위촉,2.2,3,6,57.3,False,89.3,부부갈등
CNS-GBK-01417,상담사 GBK-01,CTR-GBK-001,포항시 가족센터,GBK,상근,5.8,6,14,73.5,False,89.7,기타 가족관계
CNS-GBK-01418,상담사 GBK-02,CTR-GBK-001,포항시 가족센터,GBK,위촉,8.6,3,7,62.4,False,86.9,개인 정서·위기
CNS-GBK-01419,상담사 GBK-03,CTR-GBK-001,포항시 가족센터,GBK,위촉,11.3,3,9,70.4,True,92.0,부모-자녀 갈등
CNS-GBK-01420,상담사 GBK-04,CTR-GBK-001,포항시 가족센터,GBK,위촉,6.0,3,5,82.8,False,79.0,이혼 전후
CNS-GBK-01421,상담사 GBK-05,CTR-GBK-001,포항시 가족센터,GBK,위촉,4.4,3,8,66.8,False,94.7,부부갈등
CNS-GBK-01422,상담사 GBK-01,CTR-GBK-002,경주시 가족센터,GBK,상근,2.7,6,13,52.1,False,77.1,기타 가족관계
CNS-GBK-01423,상담사 GBK-02,CTR-GBK-002,경주시 가족센터,GBK,상근,1.6,6,11,80.0,False,85.8,개인 정서·위기
CNS-GBK-01424,상담사 GBK-03,CTR-GBK-002,경주시 가족센터,GBK,위촉,8.1,3,3,72.6,True,82.9,부모-자녀 갈등
CNS-GBK-01425,상담사 GBK-04,CTR-GBK-002,경주시 가족센터,GBK,위촉,6.4,3,6,81.7,False,100,이혼 전후
CNS-GBK-01426,상담사 GBK-05,CTR-GBK-002,경주시 가족센터,GBK,위촉,6.8,3,10,93.2,False,91.6,부부갈등
CNS-GBK-01427,상담사 GBK-06,CTR-GBK-002,경주시 가족센터,GBK,위촉,1.1,3,8,68.0,False,99.6,기타 가족관계
CNS-GBK-01428,상담사 GBK-07,CTR-GBK-002,경주시 가족센터,GBK,위촉,2.3,3,7,76.6,False,98.4,개인 정서·위기
CNS-GBK-01429,상담사 GBK-01,CTR-GBK-003,김천시 가족센터,GBK,상근,4.8,6,12,57.4,False,91.6,개인 정서·위기
CNS-GBK-01430,상담사 GBK-02,CTR-GBK-003,김천시 가족센터,GBK,상근,7.3,6,13,76.3,False,87.0,부모-자녀 갈등
CNS-GBK-01431,상담사 GBK-03,CTR-GBK-003,김천시 가족센터,GBK,위촉,2.5,3,7,67.6,False,86.6,이혼 전후
CNS-GBK-01432,상담사 GBK-04,CTR-GBK-003,김천시 가족센터,GBK,위촉,6.7,3,8,64.5,False,98.2,부부갈등
CNS-GBK-01433,상담사 GBK-05,CTR-GBK-003,김천시 가족센터,GBK,위촉,7.4,3,5,70.2,False,96.0,기타 가족관계
CNS-GBK-01434,상담사 GBK-06,CTR-GBK-003,김천시 가족센터,GBK,위촉,9.5,3,7,56.4,False,93.6,개인 정서·위기
CNS-GBK-01435,상담사 GBK-07,CTR-GBK-003,김천시 가족센터,GBK,위촉,8.6,3,7,75.0,True,79.6,부모-자녀 갈등
CNS-GBK-01436,상담사 GBK-01,CTR-GBK-004,안동시 가족센터,GBK,상근,5.8,6,10,85.3,False,93.3,부모-자녀 갈등
CNS-GBK-01437,상담사 GBK-02,CTR-GBK-004,안동시 가족센터,GBK,상근,0.3,6,9,95.4,False,99.5,이혼 전후
CNS-GBK-01438,상담사 GBK-03,CTR-GBK-004,안동시 가족센터,GBK,위촉,6.9,3,5,53.8,False,78.5,부부갈등
CNS-GBK-01439,상담사 GBK-04,CTR-GBK-004,안동시 가족센터,GBK,위촉,8.4,3,6,79.1,True,89.2,기타 가족관계
CNS-GBK-01440,상담사 GBK-05,CTR-GBK-004,안동시 가족센터,GBK,위촉,4.2,3,4,60.9,False,83.8,개인 정서·위기
CNS-GBK-01441,상담사 GBK-06,CTR-GBK-004,안동시 가족센터,GBK,위촉,7.0,3,6,65.9,False,84.5,부모-자녀 갈등
CNS-GBK-01442,상담사 GBK-07,CTR-GBK-004,안동시 가족센터,GBK,위촉,6.7,3,7,57.7,False,95.7,이혼 전후
CNS-GBK-01443,상담사 GBK-01,CTR-GBK-005,구미시 가족센터,GBK,상근,5.4,6,10,76.9,False,89.5,이혼 전후
CNS-GBK-01444,상담사 GBK-02,CTR-GBK-005,구미시 가족센터,GBK,상근,2.9,6,12,58.3,False,84.6,부부갈등
CNS-GBK-01445,상담사 GBK-03,CTR-GBK-005,구미시 가족센터,GBK,위촉,0.5,3,3,87.3,False,100,기타 가족관계
CNS-GBK-01446,상담사 GBK-04,CTR-GBK-005,구미시 가족센터,GBK,위촉,4.8,3,4,79.3,False,83.8,개인 정서·위기
CNS-GBK-01447,상담사 GBK-05,CTR-GBK-005,구미시 가족센터,GBK,위촉,10.2,3,6,58.5,False,77.8,부모-자녀 갈등
CNS-GBK-01448,상담사 GBK-06,CTR-GBK-005,구미시 가족센터,GBK,위촉,8.2,3,7,67.3,True,86.4,이혼 전후
CNS-GBK-01449,상담사 GBK-07,CTR-GBK-005,구미시 가족센터,GBK,위촉,4.4,3,11,60.5,False,87.2,부부갈등
CNS-GBK-01450,상담사 GBK-08,CTR-GBK-005,구미시 가족센터,GBK,위촉,2.3,3,6,61.9,False,90.8,기타 가족관계
CNS-GBK-01451,상담사 GBK-01,CTR-GBK-006,영주시 가족센터,GBK,상근,4.9,6,11,39.2,False,88.7,부모-자녀 갈등
CNS-GBK-01452,상담사 GBK-02,CTR-GBK-006,영주시 가족센터,GBK,상근,1.9,6,8,70.0,False,94.8,이혼 전후
CNS-GBK-01453,상담사 GBK-03,CTR-GBK-006,영주시 가족센터,GBK,위촉,6.0,3,8,72.8,False,93.5,부부갈등
CNS-GBK-01454,상담사 GBK-04,CTR-GBK-006,영주시 가족센터,GBK,위촉,12.3,3,8,54.8,False,79.0,기타 가족관계
CNS-GBK-01455,상담사 GBK-05,CTR-GBK-006,영주시 가족센터,GBK,위촉,9.8,3,5,55.8,False,87.4,개인 정서·위기
CNS-GBK-01456,상담사 GBK-06,CTR-GBK-006,영주시 가족센터,GBK,위촉,5.1,3,3,70.2,False,82.4,부모-자녀 갈등
CNS-GBK-01457,상담사 GBK-07,CTR-GBK-006,영주시 가족센터,GBK,위촉,1.1,3,8,60.9,False,87.8,이혼 전후
CNS-GBK-01458,상담사 GBK-01,CTR-GBK-007,영천시 가족센터,GBK,상근,5.5,6,13,62.7,False,79.8,이혼 전후
CNS-GBK-01459,상담사 GBK-02,CTR-GBK-007,영천시 가족센터,GBK,상근,6.4,6,10,73.7,False,89.7,부부갈등
CNS-GBK-01460,상담사 GBK-03,CTR-GBK-007,영천시 가족센터,GBK,위촉,0.6,3,8,80.0,False,77.7,기타 가족관계
CNS-GBK-01461,상담사 GBK-04,CTR-GBK-007,영천시 가족센터,GBK,위촉,3.1,3,6,89.7,False,80.0,개인 정서·위기
CNS-GBK-01462,상담사 GBK-05,CTR-GBK-007,영천시 가족센터,GBK,위촉,5.8,3,4,65.7,False,88.7,부모-자녀 갈등
CNS-GBK-01463,상담사 GBK-06,CTR-GBK-007,영천시 가족센터,GBK,위촉,3.6,3,7,72.1,False,85.7,이혼 전후
CNS-GBK-01464,상담사 GBK-07,CTR-GBK-007,영천시 가족센터,GBK,위촉,2.7,3,9,67.5,False,85.1,부부갈등
CNS-GBK-01465,상담사 GBK-01,CTR-GBK-008,상주시 가족센터,GBK,상근,5.5,6,10,79.6,False,91.8,부부갈등
CNS-GBK-01466,상담사 GBK-02,CTR-GBK-008,상주시 가족센터,GBK,상근,3.8,6,11,78.0,False,95.6,기타 가족관계
CNS-GBK-01467,상담사 GBK-03,CTR-GBK-008,상주시 가족센터,GBK,위촉,11.2,3,9,98,True,82.4,개인 정서·위기
CNS-GBK-01468,상담사 GBK-04,CTR-GBK-008,상주시 가족센터,GBK,위촉,4.4,3,4,83.4,False,95.0,부모-자녀 갈등
CNS-GBK-01469,상담사 GBK-05,CTR-GBK-008,상주시 가족센터,GBK,위촉,8.5,3,6,94.3,True,98.7,이혼 전후
CNS-GBK-01470,상담사 GBK-06,CTR-GBK-008,상주시 가족센터,GBK,위촉,7.1,3,4,83.8,False,82.2,부부갈등
CNS-GBK-01471,상담사 GBK-07,CTR-GBK-008,상주시 가족센터,GBK,위촉,8.0,3,5,85.4,False,92.7,기타 가족관계
CNS-GBK-01472,상담사 GBK-08,CTR-GBK-008,상주시 가족센터,GBK,위촉,8.9,3,7,58.1,False,84.8,개인 정서·위기
CNS-GBK-01473,상담사 GBK-01,CTR-GBK-009,문경시 가족센터,GBK,상근,3.0,6,10,52.5,False,72.6,이혼 전후
CNS-GBK-01474,상담사 GBK-02,CTR-GBK-009,문경시 가족센터,GBK,상근,2.4,6,15,65.5,False,81.7,부부갈등
CNS-GBK-01475,상담사 GBK-03,CTR-GBK-009,문경시 가족센터,GBK,위촉,8.6,3,7,67.9,True,95.0,기타 가족관계
CNS-GBK-01476,상담사 GBK-04,CTR-GBK-009,문경시 가족센터,GBK,위촉,3.6,3,7,45.6,False,82.4,개인 정서·위기
CNS-GBK-01477,상담사 GBK-05,CTR-GBK-009,문경시 가족센터,GBK,위촉,3.4,3,4,73.7,False,93.6,부모-자녀 갈등
CNS-GBK-01478,상담사 GBK-06,CTR-GBK-009,문경시 가족센터,GBK,위촉,4.2,3,3,70.7,False,96.4,이혼 전후
CNS-GBK-01479,상담사 GBK-07,CTR-GBK-009,문경시 가족센터,GBK,위촉,4.9,3,5,74.4,False,90.7,부부갈등
CNS-GBK-01480,상담사 GBK-01,CTR-GBK-010,경산시 가족센터,GBK,상근,0.4,6,11,86.2,False,100,부부갈등
CNS-GBK-01481,상담사 GBK-02,CTR-GBK-010,경산시 가족센터,GBK,위촉,11.5,3,7,66.4,False,82.4,기타 가족관계
CNS-GBK-01482,상담사 GBK-03,CTR-GBK-010,경산시 가족센터,GBK,위촉,4.4,3,4,80.7,False,84.7,개인 정서·위기
CNS-GBK-01483,상담사 GBK-04,CTR-GBK-010,경산시 가족센터,GBK,위촉,6.6,3,7,75.7,False,80.7,부모-자녀 갈등
CNS-GBK-01484,상담사 GBK-05,CTR-GBK-010,경산시 가족센터,GBK,위촉,1.0,3,8,73.3,False,88.4,이혼 전후
CNS-GBK-01485,상담사 GBK-01,CTR-GBK-011,의성군 가족센터,GBK,상근,12.3,6,11,80.8,True,79.6,부부갈등
CNS-GBK-01486,상담사 GBK-02,CTR-GBK-011,의성군 가족센터,GBK,상근,0.3,6,15,70.6,False,77.1,기타 가족관계
CNS-GBK-01487,상담사 GBK-03,CTR-GBK-011,의성군 가족센터,GBK,위촉,12.4,3,7,56.5,True,98.3,개인 정서·위기
CNS-GBK-01488,상담사 GBK-04,CTR-GBK-011,의성군 가족센터,GBK,위촉,8.1,3,6,61.0,False,84.7,부모-자녀 갈등
CNS-GBK-01489,상담사 GBK-05,CTR-GBK-011,의성군 가족센터,GBK,위촉,8.8,3,5,71.9,False,94.0,이혼 전후
CNS-GBK-01490,상담사 GBK-06,CTR-GBK-011,의성군 가족센터,GBK,위촉,4.8,3,10,63.5,False,93.7,부부갈등
CNS-GBK-01491,상담사 GBK-07,CTR-GBK-011,의성군 가족센터,GBK,위촉,5.0,3,9,77.7,False,84.7,기타 가족관계
CNS-GBK-01492,상담사 GBK-01,CTR-GBK-012,청송군 가족센터,GBK,상근,6.2,6,15,60.7,False,84.5,기타 가족관계
CNS-GBK-01493,상담사 GBK-02,CTR-GBK-012,청송군 가족센터,GBK,상근,6.1,6,11,57.0,False,82.6,개인 정서·위기
CNS-GBK-01494,상담사 GBK-03,CTR-GBK-012,청송군 가족센터,GBK,위촉,8.0,3,7,51.1,True,86.2,부모-자녀 갈등
CNS-GBK-01495,상담사 GBK-04,CTR-GBK-012,청송군 가족센터,GBK,위촉,1.9,3,3,63.4,False,100,이혼 전후
CNS-GBK-01496,상담사 GBK-05,CTR-GBK-012,청송군 가족센터,GBK,위촉,5.3,3,4,64.3,False,100,부부갈등
CNS-GBK-01497,상담사 GBK-06,CTR-GBK-012,청송군 가족센터,GBK,위촉,5.5,3,7,74.3,False,98.9,기타 가족관계
CNS-GBK-01498,상담사 GBK-07,CTR-GBK-012,청송군 가족센터,GBK,위촉,8.6,3,7,70.6,False,97.8,개인 정서·위기
CNS-GBK-01499,상담사 GBK-01,CTR-GBK-013,영양군 가족센터,GBK,상근,3.1,6,13,78.6,False,78.6,개인 정서·위기
CNS-GBK-01500,상담사 GBK-02,CTR-GBK-013,영양군 가족센터,GBK,상근,3.3,6,9,72.6,False,89.4,부모-자녀 갈등
CNS-GBK-01501,상담사 GBK-03,CTR-GBK-013,영양군 가족센터,GBK,위촉,7.4,3,6,81.2,False,92.5,이혼 전후
CNS-GBK-01502,상담사 GBK-04,CTR-GBK-013,영양군 가족센터,GBK,위촉,5.4,3,8,81.5,False,89.5,부부갈등
CNS-GBK-01503,상담사 GBK-05,CTR-GBK-013,영양군 가족센터,GBK,위촉,7.5,3,6,68.6,False,100,기타 가족관계
CNS-GBK-01504,상담사 GBK-06,CTR-GBK-013,영양군 가족센터,GBK,위촉,2.9,3,9,92.8,False,89.4,개인 정서·위기
CNS-GBK-01505,상담사 GBK-07,CTR-GBK-013,영양군 가족센터,GBK,위촉,6.6,3,8,69.9,False,83.7,부모-자녀 갈등
CNS-GBK-01506,상담사 GBK-01,CTR-GBK-014,영덕군 가족센터,GBK,상근,1.9,6,11,63.1,False,94.9,부모-자녀 갈등
